;Unnamed: 0;Unnamed: 0.1;codigo_ibge;codigo;municipio;uf;codigo_uf;capital;latitude;longitude;UTI adulto I;UTI adulto II;UTI adulto III;UTI coronariana tipo II -UCO tipo II;UTI coronariana tipo III - UCO tipo III;UTI de Queimados;UTI pediátrica I;UTI pediátrica II;UTI pediátrica III;Unidade isolamento;Total
403;403;403;2909703.0;290970;Cristópolis;BA;29;0.0;-12.2249;-44.4214;0;0;0;0;0;0;0;0;0;1;1
248;248;248;2306801.0;230680;Jaguaribara;CE;23;0.0;-5.67765;-38.5359;0;0;0;0;0;0;0;0;0;1;1
308;308;308;2512507.0;251250;Queimadas;PB;25;0.0;-7.3502899999999975;-35.9031;0;0;0;0;0;0;0;0;0;1;1
851;851;851;3544004.0;354400;Rio das Pedras;SP;35;0.0;-22.8417;-47.6047;0;0;0;0;0;0;0;0;0;1;1
307;307;307;2512309.0;251230;Princesa Isabel;PB;25;0.0;-7.73175;-37.9886;0;0;0;0;0;0;0;0;0;1;1
252;252;252;2307809.0;230780;Marco;CE;23;0.0;-3.1285;-40.1582;0;0;0;0;0;0;0;0;0;1;1
254;254;254;2308401.0;230840;Missão Velha;CE;23;0.0;-7.23522;-39.143;0;0;0;0;0;0;0;0;0;1;1
381;381;381;2903276.0;290327;Barrocas;BA;29;0.0;-11.5272;-39.0776;0;0;0;0;0;0;0;0;0;1;1
401;401;401;2909307.0;290930;Correntina;BA;29;0.0;-13.3477;-44.6333;0;0;0;0;0;0;0;0;0;1;1
804;804;804;3525201.0;352520;Jarinu;SP;35;0.0;-23.1039;-46.728;0;0;0;0;0;0;0;0;0;1;1
257;257;257;2310209.0;231020;Paracuru;CE;23;0.0;-3.41436;-39.03;0;0;0;0;0;0;0;0;0;1;1
436;436;436;2918902.0;291880;Laje;BA;29;0.0;-13.1673;-39.4213;0;0;0;0;0;0;0;0;0;1;1
435;435;435;2918456.0;291845;Jucuruçu;BA;29;0.0;-16.8488;-40.1641;0;0;0;0;0;0;0;0;0;1;1
327;327;327;2606309.0;260630;Granito;PE;26;0.0;-7.707110000000001;-39.615;0;0;0;0;0;0;0;0;0;1;1
993;993;993;4127304.0;412730;Terra Rica;PR;41;0.0;-22.7111;-52.6188;0;0;0;0;0;0;0;0;0;1;1
1021;1021;1021;4205308.0;420530;Faxinal dos Guedes;SC;42;0.0;-26.8451;-52.2596;0;0;0;0;0;0;0;0;0;1;1
1019;1019;1019;4204905.0;420490;Descanso;SC;42;0.0;-26.826999999999998;-53.5034;0;0;0;0;0;0;0;0;0;1;1
661;661;661;3204708.0;320470;São Gabriel da Palha;ES;32;0.0;-19.0182;-40.5365;0;0;0;0;0;0;0;0;0;1;1
1017;1017;1017;4204707.0;420470;Cunha Porã;SC;42;0.0;-26.895;-53.1662;0;0;0;0;0;0;0;0;0;1;1
146;146;146;1716109.0;171610;Paraíso do Tocantins;TO;17;0.0;-10.175;-48.8823;0;0;0;0;0;0;0;0;0;1;1
147;147;147;1716208.0;171620;Paranã;TO;17;0.0;-12.6167;-47.8734;0;0;0;0;0;0;0;0;0;1;1
352;352;352;2704005.0;270400;Junqueiro;AL;27;0.0;-9.90696;-36.4803;0;0;0;0;0;0;0;0;0;1;1
148;148;148;1716505.0;171650;Pedro Afonso;TO;17;0.0;-8.97034;-48.1729;0;0;0;0;0;0;0;0;0;1;1
1013;1013;1013;4204103.0;420410;Caxambu do Sul;SC;42;0.0;-27.1624;-52.8807;0;0;0;0;0;0;0;0;0;1;1
149;149;149;1716604.0;171660;Peixe;TO;17;0.0;-12.0254;-48.5395;0;0;0;0;0;0;0;0;0;1;1
1011;1011;1011;4203600.0;420360;Campos Novos;SC;42;0.0;-27.4002;-51.2276;0;0;0;0;0;0;0;0;0;1;1
456;456;456;2924504.0;292450;Pindaí;BA;29;0.0;-14.4921;-42.68600000000001;0;0;0;0;0;0;0;0;0;1;1
1009;1009;1009;4203105.0;420310;Caibi;SC;42;0.0;-27.0741;-53.2458;0;0;0;0;0;0;0;0;0;1;1
349;349;349;2701308.0;270130;Cajueiro;AL;27;0.0;-9.3994;-36.1559;0;0;0;0;0;0;0;0;0;1;1
150;150;150;1720903.0;172090;Taguatinga;TO;17;0.0;-12.4026;-46.437;0;0;0;0;0;0;0;0;0;1;1
455;455;455;2924009.0;292400;Paulo Afonso;BA;29;0.0;-9.3983;-38.2216;0;0;0;0;0;0;0;0;0;1;1
454;454;454;2923704.0;292370;Paratinga;BA;29;0.0;-12.687000000000001;-43.1798;0;0;0;0;0;0;0;0;0;1;1
453;453;453;2923605.0;292360;Paramirim;BA;29;0.0;-13.4388;-42.2395;0;0;0;0;0;0;0;0;0;1;1
154;154;154;2100832.0;210083;Apicum-Açu;MA;21;0.0;-1.45862;-45.0864;0;0;0;0;0;0;0;0;0;1;1
1003;1003;1003;4201273.0;420127;Arabutã;SC;42;0.0;-27.1587;-52.1423;0;0;0;0;0;0;0;0;0;1;1
1002;1002;1002;4201109.0;420110;Anitápolis;SC;42;0.0;-27.9012;-49.1316;0;0;0;0;0;0;0;0;0;1;1
1001;1001;1001;4200705.0;420070;Alfredo Wagner;SC;42;0.0;-27.7001;-49.3273;0;0;0;0;0;0;0;0;0;1;1
178;178;178;2105658.0;210565;Junco do Maranhão;MA;21;0.0;-1.8388799999999998;-46.09;0;0;0;0;0;0;0;0;0;1;1
999;999;999;4128609.0;412860;Verê;PR;41;0.0;-25.8772;-52.9051;0;0;0;0;0;0;0;0;0;1;1
996;996;996;4127809.0;412780;Tomazina;PR;41;0.0;-23.7796;-49.9499;0;0;0;0;0;0;0;0;0;1;1
143;143;143;1710508.0;171050;Itacajá;TO;17;0.0;-8.39293;-47.7726;0;0;0;0;0;0;0;0;0;1;1
1023;1023;1023;4205803.0;420580;Garuva;SC;42;0.0;-26.0292;-48.852;0;0;0;0;0;0;0;0;0;1;1
1024;1024;1024;4206603.0;420660;Guarujá do Sul;SC;42;0.0;-26.3858;-53.5296;0;0;0;0;0;0;0;0;0;1;1
655;655;655;3203163.0;320316;Laranja da Terra;ES;32;0.0;-19.8994;-41.0621;0;0;0;0;0;0;0;0;0;1;1
1052;1052;1052;4211058.0;421105;Monte Carlo;SC;42;0.0;-27.2239;-50.9808;0;0;0;0;0;0;0;0;0;1;1
1051;1051;1051;4211009.0;421100;Mondaí;SC;42;0.0;-27.1008;-53.4032;0;0;0;0;0;0;0;0;0;1;1
1050;1050;1050;4210902.0;421090;Modelo;SC;42;0.0;-26.7729;-53.04;0;0;0;0;0;0;0;0;0;1;1
127;127;127;1508035.0;150803;Tracuateua;PA;15;0.0;-1.07653;-46.9031;0;0;0;0;0;0;0;0;0;1;1
1048;1048;1048;4210308.0;421030;Major Vieira;SC;42;0.0;-26.3709;-50.3266;0;0;0;0;0;0;0;0;0;1;1
462;462;462;2926905.0;292690;Rio do Pires;BA;29;0.0;-13.1185;-42.2902;0;0;0;0;0;0;0;0;0;1;1
1045;1045;1045;4209854.0;420985;Lindóia do Sul;SC;42;0.0;-27.0545;-52.068999999999996;0;0;0;0;0;0;0;0;0;1;1
1044;1044;1044;4209607.0;420960;Lauro Muller;SC;42;0.0;-28.3859;-49.4035;0;0;0;0;0;0;0;0;0;1;1
653;653;653;3202900.0;320290;Itarana;ES;32;0.0;-19.875;-40.8753;0;0;0;0;0;0;0;0;0;1;1
654;654;654;3203106.0;320310;Jerônimo Monteiro;ES;32;0.0;-20.7994;-41.3948;0;0;0;0;0;0;0;0;0;1;1
131;131;131;1508357.0;150835;Vitória do Xingu;PA;15;0.0;-2.87922;-52.0088;0;0;0;0;0;0;0;0;0;1;1
1038;1038;1038;4208807.0;420880;Jaguaruna;SC;42;0.0;-28.6146;-49.0296;0;0;0;0;0;0;0;0;0;1;1
141;141;141;1709302.0;170930;Guaraí;TO;17;0.0;-8.83543;-48.5114;0;0;0;0;0;0;0;0;0;1;1
136;136;136;1702000.0;170200;Araguaçu;TO;17;0.0;-12.9289;-49.8231;0;0;0;0;0;0;0;0;0;1;1
460;460;460;2926400.0;292640;Riacho de Santana;BA;29;0.0;-13.6059;-42.9397;0;0;0;0;0;0;0;0;0;1;1
138;138;138;1702307.0;170230;Arapoema;TO;17;0.0;-7.65463;-49.0637;0;0;0;0;0;0;0;0;0;1;1
1034;1034;1034;4208005.0;420800;Itá;SC;42;0.0;-27.2907;-52.3212;0;0;0;0;0;0;0;0;0;1;1
657;657;657;3203403.0;320340;Mimoso do Sul;ES;32;0.0;-21.0628;-41.3615;0;0;0;0;0;0;0;0;0;1;1
1032;1032;1032;4207809.0;420780;Irani;SC;42;0.0;-27.0287;-51.9012;0;0;0;0;0;0;0;0;0;1;1
1031;1031;1031;4207700.0;420770;Ipumirim;SC;42;0.0;-27.0772;-52.1289;0;0;0;0;0;0;0;0;0;1;1
1030;1030;1030;4207650.0;420765;Iporã do Oeste;SC;42;0.0;-26.9854;-53.5355;0;0;0;0;0;0;0;0;0;1;1
658;658;658;3203908.0;320390;Nova Venécia;ES;32;0.0;-18.715;-40.4053;0;0;0;0;0;0;0;0;0;1;1
139;139;139;1702406.0;170240;Arraias;TO;17;0.0;-12.9287;-46.9359;0;0;0;0;0;0;0;0;0;1;1
369;369;369;2805406.0;280540;Poço Redondo;SE;28;0.0;-9.80616;-37.6833;0;0;0;0;0;0;0;0;0;1;1
994;994;994;4127403.0;412740;Terra Roxa;PR;41;0.0;-24.1575;-54.0988;0;0;0;0;0;0;0;0;0;1;1
1000;1000;1000;4200408.0;420040;Água Doce;SC;42;0.0;-26.9985;-51.5528;0;0;0;0;0;0;0;0;0;1;1
290;290;290;2502409.0;250240;Bonito de Santa Fé;PB;25;0.0;-7.31341;-38.5133;0;0;0;0;0;0;0;0;0;1;1
336;336;336;2610806.0;261080;Pedra;PE;26;0.0;-8.496410000000001;-36.94;0;0;0;0;0;0;0;0;0;1;1
443;443;443;2920502.0;292050;Maracás;BA;29;0.0;-13.4355;-40.4323;0;0;0;0;0;0;0;0;0;1;1
342;342;342;2612455.0;261245;Santa Cruz;PE;26;0.0;-8.241530000000001;-40.3434;0;0;0;0;0;0;0;0;0;1;1
171;171;171;2103752.0;210375;Davinópolis;MA;21;0.0;-5.54637;-47.4217;0;0;0;0;0;0;0;0;0;1;1
340;340;340;2611705.0;261170;Riacho das Almas;PE;26;0.0;-8.13742;-35.8648;0;0;0;0;0;0;0;0;0;1;1
992;992;992;4127205.0;412720;Terra Boa;PR;41;0.0;-23.7683;-52.446999999999996;0;0;0;0;0;0;0;0;0;1;1
963;963;963;4118303.0;411830;Paranapoema;PR;41;0.0;-22.6412;-52.0905;0;0;0;0;0;0;0;0;0;1;1
961;961;961;4117909.0;411790;Palotina;PR;41;0.0;-24.2868;-53.8404;0;0;0;0;0;0;0;0;0;1;1
442;442;442;2920205.0;292020;Malhada;BA;29;0.0;-14.3371;-43.7686;0;0;0;0;0;0;0;0;0;1;1
173;173;173;2104107.0;210410;Fortaleza dos Nogueiras;MA;21;0.0;-6.95983;-46.1749;0;0;0;0;0;0;0;0;0;1;1
958;958;958;4117503.0;411750;Paiçandu;PR;41;0.0;-23.4555;-52.04600000000001;0;0;0;0;0;0;0;0;0;1;1
957;957;957;4117271.0;411727;Nova Tebas;PR;41;0.0;-24.438000000000002;-51.9454;0;0;0;0;0;0;0;0;0;1;1
956;956;956;4117222.0;411722;Nova Santa Rosa;PR;41;0.0;-24.4693;-53.9552;0;0;0;0;0;0;0;0;0;1;1
969;969;969;4119509.0;411950;Piraquara;PR;41;0.0;-25.4422;-49.0624;0;0;0;0;0;0;0;0;0;1;1
955;955;955;4117255.0;411725;Nova Prata do Iguaçu;PR;41;0.0;-25.6309;-53.3469;0;0;0;0;0;0;0;0;0;1;1
954;954;954;4117206.0;411720;Nova Olímpia;PR;41;0.0;-23.4703;-53.0898;0;0;0;0;0;0;0;0;0;1;1
953;953;953;4117107.0;411710;Nova Londrina;PR;41;0.0;-22.7639;-52.9868;0;0;0;0;0;0;0;0;0;1;1
952;952;952;4116950.0;411695;Nova Esperança do Sudoeste;PR;41;0.0;-25.9004;-53.2618;0;0;0;0;0;0;0;0;0;1;1
951;951;951;4116901.0;411690;Nova Esperança;PR;41;0.0;-23.182;-52.2031;0;0;0;0;0;0;0;0;0;1;1
754;754;754;3509205.0;350920;Cajamar;SP;35;0.0;-23.355;-46.8781;0;0;0;0;0;0;0;0;0;1;1
682;682;682;3301207.0;330120;Carmo;RJ;33;0.0;-21.930999999999997;-42.6046;0;0;0;0;0;0;0;0;0;1;1
441;441;441;2920106.0;292010;Mairi;BA;29;0.0;-11.7107;-40.1437;0;0;0;0;0;0;0;0;0;1;1
949;949;949;4115408.0;411540;Marmeleiro;PR;41;0.0;-26.1472;-53.0267;0;0;0;0;0;0;0;0;0;1;1
946;946;946;4114500.0;411450;Manoel Ribas;PR;41;0.0;-24.5144;-51.6658;0;0;0;0;0;0;0;0;0;1;1
440;440;440;2919926.0;291992;Madre de Deus;BA;29;0.0;-12.7446;-38.6153;0;0;0;0;0;0;0;0;0;1;1
967;967;967;4119152.0;411915;Pinhais;PR;41;0.0;-25.4429;-49.1927;0;0;0;0;0;0;0;0;0;1;1
444;444;444;2921005.0;292100;Mata de São João;BA;29;0.0;-12.5307;-38.3009;0;0;0;0;0;0;0;0;0;1;1
543;543;543;3128600.0;312860;Guarda-Mor;MG;31;0.0;-17.7673;-47.0998;0;0;0;0;0;0;0;0;0;1;1
161;161;161;2101772.0;210177;Bela Vista do Maranhão;MA;21;0.0;-3.7261800000000003;-45.3075;0;0;0;0;0;0;0;0;0;1;1
162;162;162;2101970.0;210197;Boa Vista do Gurupi;MA;21;0.0;-1.77614;-46.3002;0;0;0;0;0;0;0;0;0;1;1
985;985;985;4125209.0;412520;São Jorge d'Oeste;PR;41;0.0;-25.7085;-52.9204;0;0;0;0;0;0;0;0;0;1;1
776;776;776;3517604.0;351760;Guapiara;SP;35;0.0;-24.1892;-48.5295;0;0;0;0;0;0;0;0;0;1;1
330;330;330;2609501.0;260950;Nazaré da Mata;PE;26;0.0;-7.74149;-35.2193;0;0;0;0;0;0;0;0;0;1;1
983;983;983;4124400.0;412440;Santo Antônio do Sudoeste;PR;41;0.0;-26.0737;-53.7251;0;0;0;0;0;0;0;0;0;1;1
164;164;164;2102804.0;210280;Carolina;MA;21;0.0;-7.335839999999999;-47.4634;0;0;0;0;0;0;0;0;0;1;1
981;981;981;4123006.0;412300;Salto do Lontra;PR;41;0.0;-25.7813;-53.3135;0;0;0;0;0;0;0;0;0;1;1
980;980;980;4122651.0;412265;Rosário do Ivaí;PR;41;0.0;-24.2682;-51.272;0;0;0;0;0;0;0;0;0;1;1
343;343;343;2612471.0;261247;Santa Cruz da Baixa Verde;PE;26;0.0;-7.813389999999999;-38.1476;0;0;0;0;0;0;0;0;0;1;1
979;979;979;4122602.0;412260;Rondon;PR;41;0.0;-23.412;-52.7659;0;0;0;0;0;0;0;0;0;1;1
685;685;685;3301850.0;330185;Guapimirim;RJ;33;0.0;-22.5347;-42.9895;0;0;0;0;0;0;0;0;0;1;1
978;978;978;4122404.0;412240;Rolândia;PR;41;0.0;-23.3101;-51.3659;0;0;0;0;0;0;0;0;0;1;1
977;977;977;4122008.0;412200;Rio Azul;PR;41;0.0;-25.7306;-50.7985;0;0;0;0;0;0;0;0;0;1;1
975;975;975;4120903.0;412090;Quedas do Iguaçu;PR;41;0.0;-25.4492;-52.9102;0;0;0;0;0;0;0;0;0;1;1
990;990;990;4126702.0;412670;Tamboara;PR;41;0.0;-23.2036;-52.4743;0;0;0;0;0;0;0;0;0;1;1
165;165;165;2102903.0;210290;Carutapera;MA;21;0.0;-1.19696;-46.0085;0;0;0;0;0;0;0;0;0;1;1
942;942;942;4113759.0;411375;Lunardelli;PR;41;0.0;-24.0821;-51.7368;0;0;0;0;0;0;0;0;0;1;1
344;344;344;2612554.0;261255;Santa Filomena;PE;26;0.0;-8.16688;-40.6079;0;0;0;0;0;0;0;0;0;1;1
446;446;446;2921203.0;292120;Miguel Calmon;BA;29;0.0;-11.4299;-40.6031;0;0;0;0;0;0;0;0;0;1;1
445;445;445;2921104.0;292110;Medeiros Neto;BA;29;0.0;-17.3707;-40.2238;0;0;0;0;0;0;0;0;0;1;1
971;971;971;4119806.0;411980;Planalto;PR;41;0.0;-25.7211;-53.7642;0;0;0;0;0;0;0;0;0;1;1
988;988;988;4125803.0;412580;São Pedro do Ivaí;PR;41;0.0;-23.8634;-51.8568;0;0;0;0;0;0;0;0;0;1;1
